window_type,anchor_time,window_start,window_end,trades,total_return_pct,max_drawdown_pct,profit_factor,win_rate,trailing_consec_losses,max_consec_losses_in_window,stop_exit_freq,avg_trade_return
day_30,2023-03-17T20:00:00+00:00,2023-02-15T20:00:00+00:00,2023-03-17T20:00:00+00:00,3,0.00817836245476089,0.011507238447759595,1.7224738320719784,0.6666666666666666,1,1,1.0,0.0027712262193063017
day_30,2023-03-24T20:00:00+00:00,2023-02-22T20:00:00+00:00,2023-03-24T20:00:00+00:00,1,-0.011507238447759582,0.011507238447759582,0.0,0.0,1,1,1.0,-0.011507238447759631
day_30,2023-03-31T20:00:00+00:00,2023-03-01T20:00:00+00:00,2023-03-31T20:00:00+00:00,1,-0.011507238447759582,0.011507238447759582,0.0,0.0,1,1,1.0,-0.011507238447759631
day_30,2023-04-07T20:00:00+00:00,2023-03-08T20:00:00+00:00,2023-04-07T20:00:00+00:00,1,-0.009099238977508084,0.009099238977508084,0.0,0.0,1,1,1.0,-0.009099238977508115
day_30,2023-04-14T20:00:00+00:00,2023-03-15T20:00:00+00:00,2023-04-14T20:00:00+00:00,1,-0.009099238977508084,0.009099238977508084,0.0,0.0,1,1,1.0,-0.009099238977508115
day_30,2023-04-21T20:00:00+00:00,2023-03-22T20:00:00+00:00,2023-04-21T20:00:00+00:00,2,-0.01716742453427289,0.01716742453427289,0.0,0.0,2,2,1.0,-0.008620756515856278
day_30,2023-04-28T20:00:00+00:00,2023-03-29T20:00:00+00:00,2023-04-28T20:00:00+00:00,4,-0.04766480209429502,0.04766480209429502,0.0,0.0,4,4,1.0,-0.012129030556176333
day_30,2023-05-05T20:00:00+00:00,2023-04-05T20:00:00+00:00,2023-05-05T20:00:00+00:00,3,-0.03891970279343815,0.03891970279343815,0.0,0.0,3,3,1.0,-0.013138961082399071
day_30,2023-05-12T20:00:00+00:00,2023-04-12T20:00:00+00:00,2023-05-12T20:00:00+00:00,5,-0.05537120371786919,0.05537120371786919,0.0,0.0,5,5,1.0,-0.011320890970995735
day_30,2023-05-19T20:00:00+00:00,2023-04-19T20:00:00+00:00,2023-05-19T20:00:00+00:00,4,-0.047616637374709225,0.047616637374709225,0.0,0.0,4,4,1.0,-0.01211554520019356
day_30,2023-05-26T20:00:00+00:00,2023-04-26T20:00:00+00:00,2023-05-26T20:00:00+00:00,2,-0.01711771739806578,0.01711771739806578,0.0,0.0,2,2,1.0,-0.008593785803890731
day_30,2023-06-02T20:00:00+00:00,2023-05-03T20:00:00+00:00,2023-06-02T20:00:00+00:00,4,-0.032907010001126835,0.032907010001126835,0.0,0.0,4,4,1.0,-0.008329211654547797
day_30,2023-06-09T20:00:00+00:00,2023-05-10T20:00:00+00:00,2023-06-09T20:00:00+00:00,3,-0.011752531598422156,0.016064276345752027,0.27168863220112316,0.3333333333333333,0,2,1.0,-0.003915711448145252
day_30,2023-06-16T20:00:00+00:00,2023-05-17T20:00:00+00:00,2023-06-16T20:00:00+00:00,6,-0.019373628294120593,0.023965913205869382,0.3187771018432322,0.3333333333333333,0,2,1.0,-0.003236534946994293
day_30,2023-06-23T20:00:00+00:00,2023-05-24T20:00:00+00:00,2023-06-23T20:00:00+00:00,6,-0.019373628294120593,0.023965913205869382,0.3187771018432322,0.3333333333333333,0,2,1.0,-0.003236534946994293
day_30,2023-06-30T20:00:00+00:00,2023-05-31T20:00:00+00:00,2023-06-30T20:00:00+00:00,4,-0.003363382250293645,0.012358626758944837,0.7341922502803185,0.5,0,2,1.0,-0.000822483667889006
day_30,2023-07-07T20:00:00+00:00,2023-06-07T20:00:00+00:00,2023-07-07T20:00:00+00:00,4,-0.013680772667543306,0.013680772667543306,0.2558125223014145,0.25,1,2,1.0,-0.0034218770899271268
day_30,2023-07-14T20:00:00+00:00,2023-06-14T20:00:00+00:00,2023-07-14T20:00:00+00:00,5,-0.013614336801862525,0.01652393400148508,0.25650372557551476,0.2,3,3,1.0,-0.0027275891503936683
day_30,2023-07-21T20:00:00+00:00,2023-06-21T20:00:00+00:00,2023-07-21T20:00:00+00:00,3,-0.016523934001484997,0.016523934001484997,0.0,0.0,3,3,1.0,-0.0055348693008737985
day_30,2023-07-28T20:00:00+00:00,2023-06-28T20:00:00+00:00,2023-07-28T20:00:00+00:00,3,-0.016523934001484997,0.016523934001484997,0.0,0.0,3,3,1.0,-0.0055348693008737985
day_30,2023-08-04T20:00:00+00:00,2023-07-05T20:00:00+00:00,2023-08-04T20:00:00+00:00,3,-0.016523934001484997,0.016523934001484997,0.0,0.0,3,3,1.0,-0.0055348693008737985
day_30,2023-08-11T20:00:00+00:00,2023-07-12T20:00:00+00:00,2023-08-11T20:00:00+00:00,4,-0.018535842987199014,0.018535842987199014,0.0,0.0,4,4,1.0,-0.00466335288816881
day_30,2023-08-18T20:00:00+00:00,2023-07-19T20:00:00+00:00,2023-08-18T20:00:00+00:00,2,-0.008048839376539885,0.008048839376539885,0.0,0.0,2,2,1.0,-0.004032118336116176
day_30,2023-08-25T20:00:00+00:00,2023-07-26T20:00:00+00:00,2023-08-25T20:00:00+00:00,4,0.03463352102981587,0.008048839376539885,5.279687236995896,0.5,0,2,1.0,0.008628102690566762
day_30,2023-09-01T20:00:00+00:00,2023-08-02T20:00:00+00:00,2023-09-01T20:00:00+00:00,4,0.03463352102981587,0.008048839376539885,5.279687236995896,0.5,0,2,1.0,0.008628102690566762
day_30,2023-09-08T20:00:00+00:00,2023-08-09T20:00:00+00:00,2023-09-08T20:00:00+00:00,4,0.03666594227571429,0.006100262829611193,6.968828715640921,0.5,2,2,1.0,0.00911676575047615
day_30,2023-09-15T20:00:00+00:00,2023-08-16T20:00:00+00:00,2023-09-15T20:00:00+00:00,5,0.028685729223024703,0.01375126334210068,3.083578499980248,0.4,3,3,1.0,0.005753820581920025
day_30,2023-09-22T20:00:00+00:00,2023-08-23T20:00:00+00:00,2023-09-22T20:00:00+00:00,3,-0.013751263342100861,0.013751263342100861,0.0,0.0,3,3,1.0,-0.0046025148416330925
day_30,2023-09-29T20:00:00+00:00,2023-08-30T20:00:00+00:00,2023-09-29T20:00:00+00:00,5,-0.0199156958883957,0.0199156958883957,0.0,0.0,5,5,1.0,-0.004012631652405889
day_30,2023-10-06T20:00:00+00:00,2023-09-06T20:00:00+00:00,2023-10-06T20:00:00+00:00,4,-0.016813198971886156,0.016813198971886156,0.0,0.0,4,4,1.0,-0.004226901606152795
day_30,2023-10-13T20:00:00+00:00,2023-09-13T20:00:00+00:00,2023-10-13T20:00:00+00:00,2,-0.006250383211829691,0.006250383211829691,0.0,0.0,2,2,1.0,-0.003127806868565083
day_30,2023-10-20T20:00:00+00:00,2023-09-20T20:00:00+00:00,2023-10-20T20:00:00+00:00,2,-0.006250383211829691,0.006250383211829691,0.0,0.0,2,2,1.0,-0.003127806868565083
day_30,2023-11-03T20:00:00+00:00,2023-10-04T20:00:00+00:00,2023-11-03T20:00:00+00:00,1,0.05751909615746165,0.0,9999.0,1.0,0,0,1.0,0.05751909615746172
day_30,2023-11-10T20:00:00+00:00,2023-10-11T20:00:00+00:00,2023-11-10T20:00:00+00:00,1,0.05751909615746165,0.0,9999.0,1.0,0,0,1.0,0.05751909615746172
day_30,2023-11-17T20:00:00+00:00,2023-10-18T20:00:00+00:00,2023-11-17T20:00:00+00:00,2,0.042384208614475005,0.014311691957128591,4.019028381114079,0.5,1,1,1.0,0.021603702100166586
day_30,2023-11-24T20:00:00+00:00,2023-10-25T20:00:00+00:00,2023-11-24T20:00:00+00:00,3,0.029622227599201967,0.026379541191855618,2.166055942337138,0.3333333333333333,2,2,1.0,0.010321445314704346
day_30,2023-12-01T20:00:00+00:00,2023-11-01T20:00:00+00:00,2023-12-01T20:00:00+00:00,5,0.01397616833184534,0.04117460193752651,1.3758790212407108,0.2,4,4,1.0,0.003142750377401761
day_30,2023-12-08T20:00:00+00:00,2023-11-08T20:00:00+00:00,2023-12-08T20:00:00+00:00,4,-0.04117460193752642,0.04117460193752642,0.0,0.0,4,4,1.0,-0.010451336067613228
day_30,2023-12-15T20:00:00+00:00,2023-11-15T20:00:00+00:00,2023-12-15T20:00:00+00:00,6,0.009319522215033293,0.04117460193752642,1.244227690141513,0.3333333333333333,0,4,1.0,0.001701670444457243
day_30,2023-12-22T20:00:00+00:00,2023-11-22T20:00:00+00:00,2023-12-22T20:00:00+00:00,6,0.01441460197620481,0.021464671534079348,1.412278040019368,0.3333333333333333,2,2,1.0,0.0025307568014323696
day_30,2023-12-29T20:00:00+00:00,2023-11-29T20:00:00+00:00,2023-12-29T20:00:00+00:00,4,0.030067426450672396,0.021464671534079535,2.410323608273867,0.5,2,2,1.0,0.0076087812164246146
day_30,2024-01-05T20:00:00+00:00,2023-12-06T20:00:00+00:00,2024-01-05T20:00:00+00:00,5,0.02667271743462818,0.024689550427209085,2.0909977082737354,0.4,3,3,1.0,0.005427901321838238
day_30,2024-01-12T20:00:00+00:00,2023-12-13T20:00:00+00:00,2024-01-12T20:00:00+00:00,5,-0.02508023810340021,0.0387005526306623,0.3610624693900757,0.2,0,4,1.0,-0.005014579149333937
day_30,2024-01-19T20:00:00+00:00,2023-12-20T20:00:00+00:00,2024-01-19T20:00:00+00:00,3,-0.0036948758661466963,0.017613958939636798,0.8022425794818372,0.3333333333333333,0,2,1.0,-0.0011642178917239232
day_30,2024-01-26T20:00:00+00:00,2023-12-27T20:00:00+00:00,2024-01-26T20:00:00+00:00,3,-0.0036948758661466963,0.017613958939636798,0.8022425794818372,0.3333333333333333,0,2,1.0,-0.0011642178917239232
day_30,2024-02-02T20:00:00+00:00,2024-01-03T20:00:00+00:00,2024-02-02T20:00:00+00:00,2,-0.0004005777610218697,0.014365684495219244,0.9862843000115956,0.5,0,1,1.0,-9.851770933225028e-05
day_30,2024-02-09T20:00:00+00:00,2024-01-10T20:00:00+00:00,2024-02-09T20:00:00+00:00,1,0.014168649076554685,0.0,9999.0,1.0,0,0,1.0,0.01416864907655476
day_30,2024-03-15T20:00:00+00:00,2024-02-14T20:00:00+00:00,2024-03-15T20:00:00+00:00,2,-0.006395200857972849,0.006395200857972849,0.0,0.0,2,2,1.0,-0.00320272383151947
day_30,2024-03-22T20:00:00+00:00,2024-02-21T20:00:00+00:00,2024-03-22T20:00:00+00:00,2,-0.006395200857972849,0.006395200857972849,0.0,0.0,2,2,1.0,-0.00320272383151947
day_30,2024-03-29T20:00:00+00:00,2024-02-28T20:00:00+00:00,2024-03-29T20:00:00+00:00,2,-0.006395200857972849,0.006395200857972849,0.0,0.0,2,2,1.0,-0.00320272383151947
day_30,2024-04-05T20:00:00+00:00,2024-03-06T20:00:00+00:00,2024-04-05T20:00:00+00:00,4,-0.016504571771235432,0.016504571771235432,0.0,0.0,4,4,1.0,-0.004149627098646772
day_30,2024-04-12T20:00:00+00:00,2024-03-13T20:00:00+00:00,2024-04-12T20:00:00+00:00,3,-0.013477641292057974,0.013477641292057974,0.0,0.0,3,3,1.0,-0.004510072408688171
day_30,2024-04-19T20:00:00+00:00,2024-03-20T20:00:00+00:00,2024-04-19T20:00:00+00:00,3,-0.013477641292057974,0.013477641292057974,0.0,0.0,3,3,1.0,-0.004510072408688171
day_30,2024-04-26T20:00:00+00:00,2024-03-27T20:00:00+00:00,2024-04-26T20:00:00+00:00,3,-0.013477641292057974,0.013477641292057974,0.0,0.0,3,3,1.0,-0.004510072408688171
day_30,2024-05-03T20:00:00+00:00,2024-04-03T20:00:00+00:00,2024-05-03T20:00:00+00:00,4,-0.008255813396274014,0.013337284654988513,0.38476527135211647,0.25,0,3,1.0,-0.002058760094027389
day_30,2024-05-10T20:00:00+00:00,2024-04-10T20:00:00+00:00,2024-05-10T20:00:00+00:00,3,-0.004935126190174333,0.010033611893566108,0.5125535141545046,0.3333333333333333,0,2,1.0,-0.001632627960531063
day_30,2024-05-17T20:00:00+00:00,2024-04-17T20:00:00+00:00,2024-05-17T20:00:00+00:00,5,-0.009303392751095374,0.010932298525436757,0.42283592679034687,0.4,0,2,1.0,-0.0018555779036438437
day_30,2024-05-24T20:00:00+00:00,2024-04-24T20:00:00+00:00,2024-05-24T20:00:00+00:00,5,-0.009303392751095374,0.010932298525436757,0.42283592679034687,0.4,0,2,1.0,-0.0018555779036438437
day_30,2024-05-31T20:00:00+00:00,2024-05-01T20:00:00+00:00,2024-05-31T20:00:00+00:00,4,-0.0076775013941750014,0.012761935791828915,0.4708470805624939,0.5,1,1,1.0,-0.001909691041332691
day_30,2024-06-07T20:00:00+00:00,2024-05-08T20:00:00+00:00,2024-06-07T20:00:00+00:00,3,-0.012761935791828938,0.012761935791828938,0.11408486618466893,0.3333333333333333,1,1,1.0,-0.004262974859836013
day_30,2024-06-14T20:00:00+00:00,2024-05-15T20:00:00+00:00,2024-06-14T20:00:00+00:00,2,-0.014001647529013894,0.014001647529013894,0.0,0.0,2,2,1.0,-0.007024537572672827
day_30,2024-06-21T20:00:00+00:00,2024-05-22T20:00:00+00:00,2024-06-21T20:00:00+00:00,3,-0.02462307611191883,0.02462307611191883,0.0,0.0,3,3,1.0,-0.008273777695680625
day_30,2024-06-28T20:00:00+00:00,2024-05-29T20:00:00+00:00,2024-06-28T20:00:00+00:00,3,-0.023041325974990867,0.023041325974990867,0.0,0.0,3,3,1.0,-0.007737762920323643
day_30,2024-07-05T20:00:00+00:00,2024-06-05T20:00:00+00:00,2024-07-05T20:00:00+00:00,3,-0.023041325974990867,0.023041325974990867,0.0,0.0,3,3,1.0,-0.007737762920323643
day_30,2024-07-12T20:00:00+00:00,2024-06-12T20:00:00+00:00,2024-07-12T20:00:00+00:00,5,0.005157223731628635,0.023041325974990867,1.2355942523589234,0.4,0,3,1.0,0.001093783482086548
day_30,2024-07-19T20:00:00+00:00,2024-06-19T20:00:00+00:00,2024-07-19T20:00:00+00:00,3,0.021866433070117708,0.0068008746168111145,4.217429049567272,0.6666666666666666,0,1,1.0,0.007293777184864202
day_30,2024-07-26T20:00:00+00:00,2024-06-26T20:00:00+00:00,2024-07-26T20:00:00+00:00,3,0.021866433070117708,0.0068008746168111145,4.217429049567272,0.6666666666666666,0,1,1.0,0.007293777184864202
day_30,2024-08-02T20:00:00+00:00,2024-07-03T20:00:00+00:00,2024-08-02T20:00:00+00:00,3,0.028218135343114126,0.0006273621712744302,45.718737094305,0.6666666666666666,1,1,1.0,0.009351614666709779
day_30,2024-08-09T20:00:00+00:00,2024-07-10T20:00:00+00:00,2024-08-09T20:00:00+00:00,2,0.04023248733297469,0.0006273621712743482,65.17048906049361,0.5,0,1,1.0,0.02012906867436362
day_30,2024-08-16T20:00:00+00:00,2024-07-17T20:00:00+00:00,2024-08-16T20:00:00+00:00,2,0.04023248733297469,0.0006273621712743482,65.17048906049361,0.5,0,1,1.0,0.02012906867436362
day_30,2024-08-23T20:00:00+00:00,2024-07-24T20:00:00+00:00,2024-08-23T20:00:00+00:00,4,0.016048553831395918,0.02324858509618685,1.7033009358389106,0.25,2,2,1.0,0.0042204535718898244
day_30,2024-08-30T20:00:00+00:00,2024-07-31T20:00:00+00:00,2024-08-30T20:00:00+00:00,3,0.016686384409023924,0.023248585096186856,1.7490132820725497,0.3333333333333333,2,2,1.0,0.005836392152944544
day_30,2024-09-06T20:00:00+00:00,2024-08-07T20:00:00+00:00,2024-09-06T20:00:00+00:00,3,0.016686384409023924,0.023248585096186856,1.7490132820725497,0.3333333333333333,2,2,1.0,0.005836392152944544
day_30,2024-09-13T20:00:00+00:00,2024-08-14T20:00:00+00:00,2024-09-13T20:00:00+00:00,3,-0.0051457047066398864,0.02324858509618688,0.7928434311426482,0.3333333333333333,0,2,1.0,-0.0016141862926175126
day_30,2024-09-20T20:00:00+00:00,2024-08-21T20:00:00+00:00,2024-09-20T20:00:00+00:00,4,-0.020184516942319708,0.023693988400440694,0.4813981931383344,0.25,2,2,1.0,-0.004991524547877453
day_30,2024-09-27T20:00:00+00:00,2024-08-28T20:00:00+00:00,2024-09-27T20:00:00+00:00,3,-0.005599363010701297,0.023693988400440742,0.7776650030131108,0.3333333333333333,2,2,1.0,-0.0017662722757173597
day_30,2024-10-04T20:00:00+00:00,2024-09-04T20:00:00+00:00,2024-10-04T20:00:00+00:00,3,-0.005599363010701297,0.023693988400440742,0.7776650030131108,0.3333333333333333,2,2,1.0,-0.0017662722757173597
day_30,2024-10-11T20:00:00+00:00,2024-09-11T20:00:00+00:00,2024-10-11T20:00:00+00:00,3,-0.03140301869165385,0.03140301869165385,0.0,0.0,3,3,1.0,-0.010576233966136002
day_30,2024-10-18T20:00:00+00:00,2024-09-18T20:00:00+00:00,2024-10-18T20:00:00+00:00,3,-0.03292884428185383,0.03292884428185383,0.0,0.0,3,3,1.0,-0.011096043939536879
day_30,2024-10-25T20:00:00+00:00,2024-09-25T20:00:00+00:00,2024-10-25T20:00:00+00:00,4,-0.00959664846515973,0.019434642321182638,0.666641111307059,0.25,1,2,1.0,-0.002333810584431727
day_30,2024-11-01T20:00:00+00:00,2024-10-02T20:00:00+00:00,2024-11-01T20:00:00+00:00,4,-0.00959664846515973,0.019434642321182638,0.666641111307059,0.25,1,2,1.0,-0.002333810584431727
day_30,2024-11-08T20:00:00+00:00,2024-10-09T20:00:00+00:00,2024-11-08T20:00:00+00:00,3,-0.0017140620181235189,0.011630356131223984,0.9284284784351978,0.3333333333333333,1,1,1.0,-0.00047970714992879676
day_30,2024-11-15T20:00:00+00:00,2024-10-16T20:00:00+00:00,2024-11-15T20:00:00+00:00,2,0.010032981258190965,0.008477103069337974,2.2022072396759924,0.5,1,1,1.0,0.005095617340718781
day_30,2024-11-22T20:00:00+00:00,2024-10-23T20:00:00+00:00,2024-11-22T20:00:00+00:00,1,-0.00847710306933791,0.00847710306933791,0.0,0.0,1,1,1.0,-0.008477103069337867
day_30,2024-11-29T20:00:00+00:00,2024-10-30T20:00:00+00:00,2024-11-29T20:00:00+00:00,1,0.07359304939337763,0.0,9999.0,1.0,0,0,1.0,0.07359304939337753
day_30,2024-12-06T20:00:00+00:00,2024-11-06T20:00:00+00:00,2024-12-06T20:00:00+00:00,3,0.0775382692276585,0.009604575812245057,9.058305940096092,0.6666666666666666,0,1,1.0,0.025798870106639154
day_30,2024-12-13T20:00:00+00:00,2024-11-13T20:00:00+00:00,2024-12-13T20:00:00+00:00,3,0.0775382692276585,0.009604575812245057,9.058305940096092,0.6666666666666666,0,1,1.0,0.025798870106639154
day_30,2024-12-20T20:00:00+00:00,2024-11-20T20:00:00+00:00,2024-12-20T20:00:00+00:00,5,0.07295993316621519,0.009604575812245057,5.137487319171461,0.6,1,1,1.0,0.014635791986457961
day_30,2024-12-27T20:00:00+00:00,2024-11-27T20:00:00+00:00,2024-12-27T20:00:00+00:00,5,-0.012792041254155229,0.0201930801008431,0.5777538202441499,0.4,2,2,1.0,-0.0025247227473585605
day_30,2025-01-03T20:00:00+00:00,2024-12-04T20:00:00+00:00,2025-01-03T20:00:00+00:00,3,-0.01640653229417699,0.020193080100843072,0.19045098241300004,0.3333333333333333,2,2,1.0,-0.005475724887777574
day_30,2025-01-10T20:00:00+00:00,2024-12-11T20:00:00+00:00,2025-01-10T20:00:00+00:00,3,-0.01640653229417699,0.020193080100843072,0.19045098241300004,0.3333333333333333,2,2,1.0,-0.005475724887777574
day_30,2025-01-17T20:00:00+00:00,2024-12-18T20:00:00+00:00,2025-01-17T20:00:00+00:00,1,-0.012209524275705097,0.012209524275705097,0.0,0.0,1,1,1.0,-0.012209524275705054
day_30,2025-01-24T20:00:00+00:00,2024-12-25T20:00:00+00:00,2025-01-24T20:00:00+00:00,2,-0.01575249218775021,0.01575249218775021,0.0,0.0,2,2,1.0,-0.007898142413890938
day_30,2025-01-31T20:00:00+00:00,2025-01-01T20:00:00+00:00,2025-01-31T20:00:00+00:00,1,-0.003586760552076851,0.003586760552076851,0.0,0.0,1,1,1.0,-0.0035867605520768214
day_30,2025-02-07T20:00:00+00:00,2025-01-08T20:00:00+00:00,2025-02-07T20:00:00+00:00,2,-0.010826742466803374,0.010826742466803374,0.0,0.0,2,2,1.0,-0.00542640201245068
day_30,2025-02-14T20:00:00+00:00,2025-01-15T20:00:00+00:00,2025-02-14T20:00:00+00:00,4,-0.0032929842533094833,0.02639422641191913,0.8923244295646114,0.25,0,3,1.0,-0.00071579160217255
day_30,2025-02-21T20:00:00+00:00,2025-01-22T20:00:00+00:00,2025-02-21T20:00:00+00:00,4,-0.0032929842533094833,0.02639422641191913,0.8923244295646114,0.25,0,3,1.0,-0.00071579160217255
day_30,2025-02-28T20:00:00+00:00,2025-01-29T20:00:00+00:00,2025-02-28T20:00:00+00:00,4,-0.01688455778661746,0.02288956524953356,0.5905561895459047,0.25,1,2,1.0,-0.004112683466973052
day_30,2025-03-07T20:00:00+00:00,2025-02-05T20:00:00+00:00,2025-03-07T20:00:00+00:00,5,-0.001284963022128216,0.01717432801127888,0.9929225034336325,0.4,1,1,1.0,-6.78732441516193e-05
day_30,2025-03-14T20:00:00+00:00,2025-02-12T20:00:00+00:00,2025-03-14T20:00:00+00:00,5,0.006274571413525942,0.023200942570213046,1.1755750095517326,0.4,2,2,1.0,0.001422154073117773
day_30,2025-03-21T20:00:00+00:00,2025-02-19T20:00:00+00:00,2025-03-21T20:00:00+00:00,5,0.0009204333471894977,0.02320094257021312,1.0410808301792729,0.4,0,2,1.0,0.000332753904531604
day_30,2025-03-28T20:00:00+00:00,2025-02-26T20:00:00+00:00,2025-03-28T20:00:00+00:00,4,0.01841095717601071,0.023200942570213132,1.8076156664593894,0.5,0,2,1.0,0.004709524383484213
day_30,2025-04-04T20:00:00+00:00,2025-03-05T20:00:00+00:00,2025-04-04T20:00:00+00:00,5,-0.0056131616925475525,0.0232009425702131,0.7860539609544778,0.4,1,2,1.0,-0.0010626474785440684
day_30,2025-04-11T20:00:00+00:00,2025-03-12T20:00:00+00:00,2025-04-11T20:00:00+00:00,6,0.04101694243108245,0.008287737265942563,5.157436767026149,0.6666666666666666,0,1,1.0,0.006788151401897245
day_30,2025-04-18T20:00:00+00:00,2025-03-19T20:00:00+00:00,2025-04-18T20:00:00+00:00,4,0.030871854903010254,0.001508902032198108,21.36986788796423,0.75,0,1,1.0,0.007684033762939049
day_30,2025-04-25T20:00:00+00:00,2025-03-26T20:00:00+00:00,2025-04-25T20:00:00+00:00,4,0.030871854903010254,0.001508902032198108,21.36986788796423,0.75,0,1,1.0,0.007684033762939049
day_30,2025-05-02T20:00:00+00:00,2025-04-02T20:00:00+00:00,2025-05-02T20:00:00+00:00,2,0.031150314939366375,0.0,9999.0,1.0,0,0,1.0,0.01550215543744563
day_30,2025-05-16T20:00:00+00:00,2025-04-16T20:00:00+00:00,2025-05-16T20:00:00+00:00,1,0.010842605583549991,0.0,9999.0,1.0,0,0,1.0,0.010842605583549974
day_30,2025-05-23T20:00:00+00:00,2025-04-23T20:00:00+00:00,2025-05-23T20:00:00+00:00,1,0.010842605583549991,0.0,9999.0,1.0,0,0,1.0,0.010842605583549974
day_30,2025-05-30T20:00:00+00:00,2025-04-30T20:00:00+00:00,2025-05-30T20:00:00+00:00,2,-0.004952976022799871,0.015626153388371696,0.6938755376366994,0.5,1,1,1.0,-0.0023917739024108837
day_30,2025-06-06T20:00:00+00:00,2025-05-07T20:00:00+00:00,2025-06-06T20:00:00+00:00,3,-0.016805954848772786,0.02735199355428981,0.3937306132404157,0.3333333333333333,2,2,1.0,-0.005565175458345698
day_30,2025-06-13T20:00:00+00:00,2025-05-14T20:00:00+00:00,2025-06-13T20:00:00+00:00,4,-0.026789751584097132,0.027351993554289855,0.16470460630143968,0.25,1,2,1.0,-0.006733768571285207
day_30,2025-06-20T20:00:00+00:00,2025-05-21T20:00:00+00:00,2025-06-20T20:00:00+00:00,6,-0.03616878765684828,0.03616878765684828,0.12673616188014958,0.16666666666666666,3,3,1.0,-0.006099265124262614
day_30,2025-06-27T20:00:00+00:00,2025-05-28T20:00:00+00:00,2025-06-27T20:00:00+00:00,5,-0.020868732280106328,0.020868732280106328,0.20209228075445418,0.2,3,3,1.0,-0.0041938874714407895
day_30,2025-07-04T20:00:00+00:00,2025-06-04T20:00:00+00:00,2025-07-04T20:00:00+00:00,5,-0.020868732280106328,0.020868732280106328,0.20209228075445418,0.2,3,3,1.0,-0.0041938874714407895
day_30,2025-07-11T20:00:00+00:00,2025-06-11T20:00:00+00:00,2025-07-11T20:00:00+00:00,4,-0.00906473261049201,0.014299876794072963,0.36963310854045317,0.25,3,3,1.0,-0.0022643646967471552
day_30,2025-07-18T20:00:00+00:00,2025-06-18T20:00:00+00:00,2025-07-18T20:00:00+00:00,1,0.01860526782137617,0.0,9999.0,1.0,0,0,1.0,0.018605267821376077
day_30,2025-07-25T20:00:00+00:00,2025-06-25T20:00:00+00:00,2025-07-25T20:00:00+00:00,1,0.01860526782137617,0.0,9999.0,1.0,0,0,1.0,0.018605267821376077
day_30,2025-08-01T20:00:00+00:00,2025-07-02T20:00:00+00:00,2025-08-01T20:00:00+00:00,1,0.01860526782137617,0.0,9999.0,1.0,0,0,1.0,0.018605267821376077
day_30,2025-08-08T20:00:00+00:00,2025-07-09T20:00:00+00:00,2025-08-08T20:00:00+00:00,1,0.01860526782137617,0.0,9999.0,1.0,0,0,1.0,0.018605267821376077
day_30,2025-08-15T20:00:00+00:00,2025-07-16T20:00:00+00:00,2025-08-15T20:00:00+00:00,2,0.05708404833387726,0.0,9999.0,1.0,0,0,1.0,0.02845860926730454
day_30,2025-08-22T20:00:00+00:00,2025-07-23T20:00:00+00:00,2025-08-22T20:00:00+00:00,2,0.05708404833387726,0.0,9999.0,1.0,0,0,1.0,0.02845860926730454
day_30,2025-08-29T20:00:00+00:00,2025-07-30T20:00:00+00:00,2025-08-29T20:00:00+00:00,3,0.040342125154256836,0.01583783541716309,3.5937498424140366,0.6666666666666666,1,1,1.0,0.01369312770581535
day_30,2025-09-05T20:00:00+00:00,2025-08-06T20:00:00+00:00,2025-09-05T20:00:00+00:00,4,0.04601781841090968,0.01583783541716309,3.9382162740941142,0.75,0,1,1.0,0.011633746442283138
day_30,2025-09-12T20:00:00+00:00,2025-08-13T20:00:00+00:00,2025-09-12T20:00:00+00:00,3,0.04278525768232799,0.015837835417163028,3.742486910409851,0.6666666666666666,0,1,1.0,0.014478352106931715
day_30,2025-09-19T20:00:00+00:00,2025-08-20T20:00:00+00:00,2025-09-19T20:00:00+00:00,3,-0.005977064583931657,0.015837835417162993,0.6310643852744235,0.6666666666666666,0,1,1.0,-0.0019477138485178493
day_30,2025-09-26T20:00:00+00:00,2025-08-27T20:00:00+00:00,2025-09-26T20:00:00+00:00,2,0.010019457349705219,0.0,9999.0,1.0,0,0,1.0,0.00499734693580474
day_30,2025-10-03T20:00:00+00:00,2025-09-03T20:00:00+00:00,2025-10-03T20:00:00+00:00,1,0.004539091219923019,0.0,9999.0,1.0,0,0,1.0,0.004539091219922978
day_30,2025-10-10T20:00:00+00:00,2025-09-10T20:00:00+00:00,2025-10-10T20:00:00+00:00,1,0.004539091219923019,0.0,9999.0,1.0,0,0,1.0,0.004539091219922978
day_30,2025-10-24T20:00:00+00:00,2025-09-24T20:00:00+00:00,2025-10-24T20:00:00+00:00,1,-0.012977735512719968,0.012977735512719968,0.0,0.0,1,1,1.0,-0.012977735512719989
day_30,2025-10-31T20:00:00+00:00,2025-10-01T20:00:00+00:00,2025-10-31T20:00:00+00:00,1,-0.012977735512719968,0.012977735512719968,0.0,0.0,1,1,1.0,-0.012977735512719989
day_30,2025-11-07T20:00:00+00:00,2025-10-08T20:00:00+00:00,2025-11-07T20:00:00+00:00,1,-0.012977735512719968,0.012977735512719968,0.0,0.0,1,1,1.0,-0.012977735512719989
